name,discounted_price,original_price,star_rating,review_score,review_title,number_of_reviews,neighborhood,distance_from_center,free_cancellation,prepayment_needed,breakfast_included,time_to_travel,length_of_stay,snapshot_date
Hotel TREMONT Bronx Yankee Stadium,214.0,491.0,5.0,7.3,Very good,140.0,Bronx,11.2,False,True,False,10,4,2025-03-09
Wingate by Wyndham New York Midtown South/5th Ave,319.0,758.0,5.0,8.6,Excellent,2813.0,Times Square,0.0,False,True,True,10,4,2025-03-09
Hard Rock Hotel New York,374.0,374.0,4.0,8.9,Excellent,427.0,Times Square,0.0,False,True,True,10,5,2025-03-09
SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue,334.0,869.0,5.0,8.7,Excellent,15.0,Times Square,0.0,False,True,True,10,5,2025-03-09
W New York – Union Square,505.0,1101.0,5.0,8.4,Excellent,367.0,Gramercy,0.5,False,True,False,10,5,2025-03-09
Hotel Hayden,272.0,541.0,4.0,7.5,Very good,3877.0,Chelsea,0.0,False,True,True,10,5,2025-03-09
Hilton Garden Inn New York Times Square North,342.0,877.0,4.0,8.6,Excellent,271.0,Times Square,0.0,False,True,True,10,5,2025-03-09
45 Times Square Hotel,334.0,448.0,5.0,8.5,Excellent,3175.0,Times Square,0.0,False,True,False,10,5,2025-03-09
Hampton Inn NY-JFK,227.0,574.0,5.0,7.8,Very good,5827.0,John F. Kennedy International Airport,16.7,False,True,True,10,5,2025-03-09
YOTEL New York Times Square,310.0,506.0,4.0,8.0,Excellent,836.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Hyatt Herald Square New York,402.0,402.0,4.0,8.3,Excellent,1603.0,Gramercy,0.0,False,True,True,10,5,2025-03-09
The Knickerbocker Hotel,447.0,1090.0,5.0,8.7,Excellent,2822.0,Times Square,0.0,False,True,False,10,5,2025-03-09
Pod Times Square,250.0,250.0,3.0,8.5,Excellent,1827.0,Times Square,0.0,False,True,False,10,5,2025-03-09
HI New York City Hostel,69.0,69.0,2.0,8.6,Excellent,4232.0,Upper West Side,3.5,False,True,False,10,5,2025-03-09
The Manhattan At Times Square an IHG Hotel,259.0,949.0,4.0,6.5,Good,2210.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Americana Inn,180.0,407.0,2.0,7.7,Very good,456.0,Times Square,0.0,False,True,False,10,5,2025-03-09
La Quinta Inn & Suites by Wyndham New York City Central Park,254.0,554.0,5.0,7.0,Very good,5096.0,Upper West Side,0.9,False,True,True,10,5,2025-03-09
The Parc Hotel,176.0,313.0,5.0,7.9,Very good,236.0,LaGuardia Airport,10.4,False,True,True,10,5,2025-03-09
Paramount Times Square,301.0,301.0,4.0,7.3,Very good,6892.0,Times Square,0.0,False,True,False,10,5,2025-03-09
DoubleTree by Hilton Hotel New York Times Square West,277.0,992.0,4.0,7.4,Very good,13213.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Royalton New York,852.0,852.0,4.0,8.2,Excellent,493.0,Times Square,0.0,False,True,False,10,5,2025-03-09
"The New Yorker, A Wyndham Hotel",262.0,778.0,4.0,7.8,Very good,14729.0,Times Square,0.0,False,True,False,10,5,2025-03-09
Hotel Edison,296.0,427.0,4.0,7.8,Very good,12865.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Hyatt Regency Times Square,,,4.0,8.1,Excellent,1249.0,Times Square,0.0,False,True,False,10,5,2025-03-09
"Public, an Ian Schrager Hotel",392.0,392.0,4.0,8.3,Excellent,329.0,Lower East Side,2.0,False,True,False,10,5,2025-03-09
Warwick New York Hotel,311.0,525.0,5.0,8.4,Excellent,8031.0,Midtown West,0.0,False,True,False,10,5,2025-03-09
Pestana Park Avenue,394.0,1681.0,4.0,9.1,Exceptional,294.0,Midtown East,0.0,False,True,False,10,5,2025-03-09
The Baltic Hotel,166.0,442.0,3.0,7.3,Very good,221.0,Brooklyn,6.0,False,True,True,10,5,2025-03-09
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,265.0,856.0,4.0,8.5,Excellent,5571.0,Financial District,4.8,False,True,True,10,5,2025-03-09
Central Park West Hostel,164.0,164.0,2.0,5.7,Review score,1219.0,Upper West Side,2.2,False,True,False,10,5,2025-03-09
West Side YMCA Hostel,112.0,244.0,2.0,7.4,Very good,1553.0,Upper West Side,0.4,False,True,False,10,5,2025-03-09
Ink 48 Hotel,326.0,338.0,5.0,8.0,Excellent,388.0,Midtown West,0.0,False,True,True,10,5,2025-03-09
Motto by Hilton New York City Times Square,288.0,1018.0,3.0,8.4,Excellent,2093.0,Times Square,0.0,False,True,False,10,5,2025-03-09
Pod 51,162.0,162.0,3.0,8.0,Excellent,12226.0,Midtown East,0.0,False,True,False,10,5,2025-03-09
Night Hotel Broadway,164.0,607.0,5.0,7.0,Very good,1236.0,Upper West Side,2.8,False,True,False,10,5,2025-03-09
DoubleTree by Hilton New York Downtown,281.0,760.0,4.0,7.8,Very good,499.0,Financial District,4.7,False,True,True,10,5,2025-03-09
,,,,,,,,0.0,,,False,10,5,2025-03-09
U Hotel Fifth Avenue,259.0,724.0,3.0,8.2,Excellent,4227.0,Times Square,0.0,False,True,False,10,5,2025-03-09
TRYP by Wyndham New York City Times Square / Midtown,303.0,612.0,5.0,7.8,Very good,1526.0,Times Square,0.0,False,True,True,10,5,2025-03-09
The Hotel @ Fifth Avenue,293.0,293.0,5.0,8.1,Excellent,4518.0,Gramercy,0.0,False,True,False,10,5,2025-03-09
Arlo NoMad,334.0,516.0,4.0,8.5,Excellent,2997.0,Gramercy,0.0,False,True,True,10,5,2025-03-09
Pod 39,283.0,283.0,3.0,8.5,Excellent,711.0,Midtown East,0.0,False,True,False,10,5,2025-03-09
Arlo SoHo,365.0,365.0,4.0,8.5,Excellent,314.0,Soho,2.5,False,True,True,10,5,2025-03-09
Off Soho Suites Hotel,277.0,277.0,2.0,8.4,Excellent,299.0,Lower East Side,2.2,False,True,False,10,5,2025-03-09
Hyatt Place New York City / Times Square,340.0,340.0,4.0,8.2,Excellent,378.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Pestana CR7 Times Square,283.0,648.0,4.0,8.7,Excellent,2909.0,Times Square,0.0,False,True,False,10,5,2025-03-09
TownePlace Suites by Marriott New York Long Island City/Manhattan View,186.0,634.0,3.0,8.4,Excellent,82.0,Long Island City,1.3,False,True,True,10,5,2025-03-09
Sheraton Brooklyn New York Hotel,206.0,955.0,4.0,7.7,Very good,3692.0,Brooklyn,5.0,False,True,False,10,5,2025-03-09
Voyage Hotel,113.0,130.0,2.0,5.3,Review score,400.0,Long Island City,1.5,False,True,False,10,5,2025-03-09
"Holiday Inn Express New York City Times Square, an IHG Hotel",284.0,453.0,3.0,7.9,Very good,224.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Arlo Midtown,348.0,523.0,4.0,8.7,Excellent,6786.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Ace Hotel,324.0,538.0,4.0,8.4,Excellent,629.0,Gramercy,0.0,False,True,True,10,5,2025-03-09
Truss Hotel Times Square,308.0,308.0,4.0,8.1,Excellent,169.0,Times Square,0.0,False,True,False,10,5,2025-03-09
Hyatt Grand Central New York,334.0,334.0,4.0,7.8,Very good,5143.0,Midtown East,0.0,False,True,True,10,5,2025-03-09
The Shelburne Sonesta New York​,336.0,1147.0,4.0,8.4,Excellent,3129.0,Midtown East,0.0,False,True,True,10,5,2025-03-09
Ramada by Wyndham Flushing Queens,158.0,497.0,5.0,7.9,Very good,424.0,LaGuardia Airport,10.6,False,True,True,10,5,2025-03-09
Aloft New York Brooklyn,206.0,943.0,3.0,8.2,Excellent,145.0,Brooklyn,5.0,False,True,True,10,5,2025-03-09
Phoenix Hotel Brooklyn Sunset Park,174.0,521.0,5.0,6.1,Good,190.0,Brooklyn,9.7,False,True,False,10,5,2025-03-09
Hotel Alameda High Line,329.0,1021.0,5.0,7.9,Very good,121.0,Chelsea,0.0,False,True,True,10,5,2025-03-09
"EVEN Hotel Brooklyn, an IHG Hotel",272.0,633.0,4.0,8.2,Excellent,277.0,Brooklyn,5.4,False,True,True,10,5,2025-03-09
The Queens Hotel,171.0,181.0,3.0,7.7,Very good,448.0,LaGuardia Airport,5.3,False,True,False,10,5,2025-03-09
Washington Square Hotel,337.0,337.0,5.0,8.8,Excellent,1116.0,Greenwich Village,1.4,False,True,False,10,5,2025-03-09
The FIDI Hotel,203.0,203.0,4.0,8.3,Excellent,1658.0,Financial District,0.0,False,True,False,10,5,2025-03-09
The Gallivant Times Square,215.0,303.0,5.0,6.7,Good,1768.0,Times Square,0.0,False,True,False,10,5,2025-03-09
Days Inn by Wyndham Staten Island,144.0,315.0,2.0,7.9,Very good,29.0,Staten Island,16.1,False,True,True,10,5,2025-03-09
Hotel Beacon,440.0,817.0,4.0,9.0,Exceptional,122.0,Upper West Side,1.2,False,True,True,10,5,2025-03-09
Tempo by Hilton New York Times Square,381.0,1006.0,4.0,8.6,Excellent,1212.0,Times Square,0.0,False,True,True,10,5,2025-03-09
"Voco Times Square South, New York",294.0,818.0,5.0,8.1,Excellent,5352.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Carnegie Hotel,320.0,495.0,4.0,8.8,Excellent,2656.0,Midtown West,0.0,False,True,True,10,5,2025-03-09
SoHo 54,246.0,246.0,3.0,7.9,Very good,4327.0,Soho,2.5,False,True,False,10,5,2025-03-09
Broadway Plaza Hotel,321.0,321.0,4.0,9.2,Exceptional,1306.0,Chelsea,0.0,False,True,False,10,5,2025-03-09
LIC Hotel,207.0,320.0,3.0,8.6,Excellent,366.0,Long Island City,1.4,False,True,True,10,5,2025-03-09
Wingate by Wyndham Long Island City,180.0,339.0,5.0,8.3,Excellent,2706.0,Long Island City,1.3,False,True,True,10,5,2025-03-09
InterContinental New York Barclay Hotel,504.0,914.0,5.0,8.3,Excellent,2589.0,Midtown East,0.0,False,True,True,10,5,2025-03-09
DoubleTree by Hilton New York JFK Airport,239.0,372.0,4.0,7.2,Very good,77.0,John F. Kennedy International Airport,16.5,False,True,True,10,5,2025-03-09
New York Hilton Midtown Hotel,341.0,980.0,4.0,7.9,Very good,944.0,Midtown West,0.0,False,True,True,10,5,2025-03-09
OYO Times Square,213.0,924.0,4.0,7.5,Very good,463.0,Times Square,0.0,False,True,False,10,5,2025-03-09
Radio Hotel,198.0,835.0,4.0,8.5,Excellent,56.0,Harlem,9.8,False,True,False,10,5,2025-03-09
The Brooklyn,266.0,405.0,5.0,6.9,Good,414.0,Brooklyn,6.5,False,True,False,10,5,2025-03-09
The William Vale,573.0,620.0,5.0,8.8,Excellent,182.0,Brooklyn,1.9,False,True,True,10,5,2025-03-09
Da Vinci Hotel,130.0,130.0,3.0,8.2,Excellent,352.0,Midtown West,0.0,False,True,False,10,5,2025-03-09
Hampton Inn Manhattan/Times Square Central,328.0,884.0,5.0,8.7,Excellent,756.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Hilton New York Times Square,357.0,1205.0,4.0,8.0,Excellent,953.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Hotel 57 by LuxUrban,282.0,1199.0,4.0,7.7,Very good,207.0,Midtown East,0.0,False,True,False,10,5,2025-03-09
Holiday Inn Manhattan 6th Ave - Chelsea,273.0,588.0,3.0,7.8,Very good,4183.0,Chelsea,0.0,False,True,True,10,5,2025-03-09
Aiden by Best Western Long Island City New York,152.0,225.0,5.0,7.5,Very good,327.0,Long Island City,1.3,False,True,False,10,5,2025-03-09
Moon Hotel Brooklyn,168.0,398.0,3.0,7.5,Very good,11.0,Brooklyn,8.9,False,True,False,10,5,2025-03-09
The Muse New York,361.0,1002.0,5.0,8.8,Excellent,395.0,Times Square,0.0,False,True,False,10,5,2025-03-09
Hotel Hugo SoHo,379.0,774.0,5.0,8.4,Excellent,151.0,Soho,2.3,False,True,False,10,5,2025-03-09
Homewood Suites New York Midtown Manhattan Times Sq South,316.0,510.0,5.0,8.5,Excellent,5420.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Belvedere Hotel,251.0,361.0,5.0,8.1,Excellent,7194.0,Times Square,0.0,False,True,False,10,5,2025-03-09
Ace Hotel Brooklyn,425.0,425.0,4.0,8.8,Excellent,2010.0,Brooklyn,0.0,False,True,False,10,5,2025-03-09
Holiday Inn Express Long Island City E New York,173.0,418.0,5.0,8.9,Excellent,3.0,Long Island City,2.1,False,True,True,10,5,2025-03-09
Even Hotel New York - Midtown East,310.0,989.0,4.0,8.6,Excellent,186.0,Midtown East,0.0,False,True,True,10,5,2025-03-09
Concorde Hotel New York,392.0,1042.0,4.0,8.9,Excellent,2192.0,Midtown East,0.0,False,True,True,10,5,2025-03-09
JG Sohotel,208.0,564.0,2.0,8.2,Excellent,173.0,Soho,2.8,False,True,False,10,5,2025-03-09
NOMO SOHO Hotel,339.0,1046.0,5.0,8.5,Excellent,273.0,Soho,2.7,False,True,False,10,5,2025-03-09
Royalton Park Avenue,412.0,745.0,5.0,8.6,Excellent,2739.0,Gramercy,0.0,False,True,False,10,5,2025-03-09
The Dominick Hotel,735.0,735.0,5.0,8.6,Excellent,1074.0,Soho,2.3,False,True,True,10,5,2025-03-09
KAMA CENTRAL PARK,65.0,65.0,1.0,7.9,Very good,3982.0,Upper West Side,3.7,False,True,False,10,5,2025-03-09
W New York - Times Square,408.0,1068.0,5.0,8.1,Excellent,1975.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Hilton Garden Inn New York West 35th Street,287.0,960.0,3.0,8.4,Excellent,4282.0,Times Square,0.0,False,True,True,10,5,2025-03-09
InterContinental New York Times Square,462.0,965.0,5.0,8.2,Excellent,4417.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Extended Stay America Suites - New York City - LaGuardia Airport,147.0,430.0,5.0,7.9,Very good,117.0,LaGuardia Airport,11.6,False,True,True,10,5,2025-03-09
Moxy NYC Times Square,330.0,737.0,4.0,8.3,Excellent,6350.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Wyndham Garden Brooklyn Sunset Park,210.0,388.0,4.0,7.9,Very good,1685.0,Brooklyn,9.7,False,True,False,10,5,2025-03-09
Embassy Suites by Hilton New York Manhattan Times Square,350.0,894.0,4.0,8.1,Excellent,418.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Pod Brooklyn,240.0,240.0,3.0,8.8,Excellent,744.0,Brooklyn,2.5,False,True,False,10,5,2025-03-09
"Red Roof PLUS+ Jamaica, NY - JFK Airport",186.0,314.0,5.0,7.8,Very good,21.0,John F. Kennedy International Airport,14.7,False,True,False,10,5,2025-03-09
Allegria Hotel,244.0,244.0,4.0,7.9,Very good,357.0,Long Beach,30.8,False,True,False,10,5,2025-03-09
Hotel Stanford,325.0,325.0,3.0,8.2,Excellent,1213.0,Gramercy,0.0,False,True,True,10,5,2025-03-09
Serenity Room JFK,118.0,135.0,5.0,7.9,Very good,98.0,John F. Kennedy International Airport,22.6,False,True,False,10,5,2025-03-09
Highbridge Hotel,169.0,318.0,3.0,8.7,Excellent,196.0,Bronx,9.1,False,True,True,10,5,2025-03-09
Residence Inn New York Queens,201.0,550.0,3.0,7.9,Very good,375.0,Long Island City,1.2,False,True,True,10,5,2025-03-09
The Renwick Hotel New York City,329.0,425.0,4.0,8.5,Excellent,3006.0,Midtown East,0.0,False,True,False,10,5,2025-03-09
Freehand New York,319.0,508.0,4.0,8.2,Excellent,2552.0,Gramercy,0.0,False,True,True,10,5,2025-03-09
La Quinta Inn & Suites by Wyndham Times Square South,388.0,1039.0,5.0,8.7,Excellent,4536.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Fairfield Inn by Marriott New York Manhattan/Financial District,221.0,661.0,3.0,8.0,Excellent,3895.0,Financial District,4.2,False,True,True,10,5,2025-03-09
The One Boutique Hotel,163.0,468.0,3.0,7.3,Very good,1128.0,LaGuardia Airport,11.0,False,True,False,10,5,2025-03-09
MADE Hotel,,,5.0,8.8,Excellent,1250.0,Chelsea,0.0,False,True,False,10,5,2025-03-09
The Gregorian Hotel,343.0,1004.0,4.0,8.4,Excellent,1516.0,Times Square,0.0,False,True,False,10,5,2025-03-09
San Carlos Hotel,406.0,756.0,5.0,9.0,Exceptional,200.0,Midtown East,0.0,False,True,False,10,5,2025-03-09
Moxy NYC East Village,405.0,955.0,4.0,8.4,Excellent,2082.0,Lower East Side,1.1,False,True,False,10,5,2025-03-09
Marco LaGuardia Hotel & Suites,148.0,329.0,5.0,8.6,Excellent,1314.0,LaGuardia Airport,10.8,False,True,True,10,5,2025-03-09
Shoreham Hotel,200.0,339.0,4.0,7.9,Very good,773.0,Midtown West,0.0,False,True,False,10,5,2025-03-09
INNSiDE by Meliá New York Nomad,388.0,889.0,5.0,8.6,Excellent,1065.0,Chelsea,0.0,False,True,True,10,5,2025-03-09
"Vista LIC Hotel, BW Premier Collection",177.0,544.0,5.0,8.0,Excellent,2129.0,Long Island City,1.9,False,True,False,10,5,2025-03-09
7 Days Hotel,148.0,148.0,3.0,7.6,Very good,115.0,Bronx,12.2,False,True,False,10,5,2025-03-09
Flushing Central Hotel 88,134.0,295.0,2.0,7.8,Very good,377.0,LaGuardia Airport,10.7,False,True,False,10,5,2025-03-09
The Westin New York at Times Square,370.0,1036.0,5.0,8.4,Excellent,2829.0,Times Square,0.0,False,True,False,10,5,2025-03-09
HOTEL ROSE,146.0,200.0,5.0,8.6,Excellent,34.0,Bronx,7.5,False,True,False,10,5,2025-03-09
The Luxury Collection Hotel Manhattan Midtown,784.0,997.0,5.0,8.2,Excellent,621.0,Midtown West,0.0,False,True,False,10,5,2025-03-09
Hilton Garden Inn New York/Times Square Central,321.0,897.0,3.0,8.1,Excellent,2402.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Aura Hotel Times Square,307.0,720.0,4.0,7.8,Very good,443.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Courtyard by Marriott New York World Trade Center Area,276.0,445.0,3.0,8.4,Excellent,2539.0,Financial District,4.3,False,True,False,10,5,2025-03-09
Sanctuary Hotel New York,274.0,560.0,4.0,8.7,Excellent,162.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Element New York Times Square West,289.0,843.0,3.0,8.2,Excellent,8464.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Wyndham Garden Chinatown,243.0,561.0,4.0,8.1,Excellent,715.0,Chinatown,2.7,False,True,True,10,5,2025-03-09
NU Hotel,251.0,754.0,5.0,8.6,Excellent,251.0,Brooklyn,5.3,False,True,True,10,5,2025-03-09
Millennium Hilton New York One UN Plaza,348.0,1082.0,4.0,7.9,Very good,3714.0,Midtown East,0.0,False,True,False,10,5,2025-03-09
Moxy Brooklyn Williamsburg,394.0,854.0,4.0,8.8,Excellent,12.0,Brooklyn,2.8,False,True,True,10,5,2025-03-09
The Manhattan Club,444.0,1314.0,4.0,8.6,Excellent,232.0,Midtown West,0.0,False,True,True,10,5,2025-03-09
Kimpton Theta New York - Times Square,364.0,788.0,4.0,8.3,Excellent,2873.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Super 8 By Wyndham Long Island City Lga Hotel,238.0,345.0,2.0,6.6,Good,54.0,LaGuardia Airport,2.3,False,True,True,10,5,2025-03-09
Best Western PREMIER Herald Square,322.0,655.0,3.0,8.4,Excellent,238.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Casa Blanca Hotel Brooklyn,238.0,238.0,3.0,7.1,Very good,342.0,Brooklyn,4.3,False,True,False,10,5,2025-03-09
Hyatt Centric Times Square New York,400.0,400.0,5.0,8.7,Excellent,2548.0,Times Square,0.0,False,True,False,10,5,2025-03-09
Dream Downtown Hotel,336.0,639.0,5.0,8.1,Excellent,262.0,Chelsea,0.6,False,True,False,10,5,2025-03-09
Fairfield Inn & Suites New York Manhattan/Times Square South,340.0,1018.0,4.0,8.6,Excellent,7510.0,Times Square,0.0,False,True,True,10,5,2025-03-09
"Ravel Hotel, A Trademark Collection Hotel",219.0,728.0,4.0,7.8,Very good,3409.0,Long Island City,0.9,False,True,False,10,5,2025-03-09
citizenM New York Times Square,347.0,502.0,4.0,8.7,Excellent,4261.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Four Points by Sheraton New York Downtown,209.0,554.0,5.0,8.1,Excellent,2374.0,Financial District,4.2,False,True,True,10,5,2025-03-09
citizenM New York Bowery,315.0,490.0,4.0,8.7,Excellent,3515.0,Lower East Side,2.3,False,True,True,10,5,2025-03-09
Millennium Hotel Broadway Times Square,343.0,695.0,4.0,7.7,Very good,429.0,Times Square,0.0,False,True,False,10,5,2025-03-09
Knights Inn Brooklyn Sunset Park,125.0,441.0,2.0,7.1,Very good,249.0,Brooklyn,10.1,False,True,False,10,5,2025-03-09
Renaissance New York Harlem Hotel,297.0,832.0,4.0,8.3,Excellent,30.0,Harlem,5.4,False,True,False,10,5,2025-03-09
Best Western Premier Empire State Hotel,241.0,655.0,3.0,8.7,Excellent,282.0,Gramercy,0.0,False,True,False,10,5,2025-03-09
Hotel Belleclaire,393.0,393.0,4.0,8.3,Excellent,5655.0,Upper West Side,1.4,False,True,True,10,5,2025-03-09
Ly New York Hotel,142.0,320.0,5.0,8.4,Excellent,693.0,LaGuardia Airport,10.3,False,True,False,10,5,2025-03-09
Holiday Inn Express New York City Chelsea,301.0,793.0,3.0,8.1,Excellent,4209.0,Chelsea,0.0,False,True,True,10,5,2025-03-09
HGU New York,286.0,417.0,4.0,8.2,Excellent,169.0,Gramercy,0.0,False,True,False,10,5,2025-03-09
Holiday Inn Express NYC Brooklyn - Sunset Park,181.0,284.0,5.0,8.4,Excellent,176.0,Brooklyn,10.1,False,True,True,10,5,2025-03-09
Nap York Central Park Sleep Station,107.0,107.0,1.0,8.5,Excellent,454.0,Midtown West,0.0,False,True,False,10,5,2025-03-09
Club Quarters Hotel Grand Central,348.0,417.0,4.0,8.7,Excellent,389.0,Midtown East,0.0,False,True,False,10,5,2025-03-09
"Mayfair Hotel, Ascend Hotel Collection",247.0,295.0,3.0,8.2,Excellent,2742.0,Times Square,0.0,False,True,False,10,5,2025-03-09
JW Marriott Essex House New York,651.0,1664.0,5.0,8.5,Excellent,19.0,Midtown West,0.0,False,True,True,10,5,2025-03-09
Westgate New York Grand Central,281.0,1019.0,4.0,8.1,Excellent,190.0,Midtown East,0.0,False,True,False,10,5,2025-03-09
The Herald Hotel by LuxUrban,283.0,615.0,5.0,8.0,Excellent,662.0,Times Square,0.0,False,True,False,10,5,2025-03-09
"Staypineapple, An Artful Hotel, Midtown",331.0,517.0,3.0,8.7,Excellent,2049.0,Times Square,0.0,False,True,False,10,5,2025-03-09
The Lucerne Hotel,425.0,599.0,4.0,8.6,Excellent,2654.0,Upper West Side,1.6,False,True,True,10,5,2025-03-09
"Hilton Garden Inn West 37th/Times Square South, NY",328.0,697.0,3.0,8.3,Excellent,4504.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Feather Factory Hotel,178.0,283.0,3.0,8.1,Excellent,2587.0,LaGuardia Airport,2.0,False,True,True,10,5,2025-03-09
NobleDEN Hotel,309.0,309.0,4.0,9.2,Exceptional,543.0,Chinatown,2.6,False,True,False,10,5,2025-03-09
Romer Hell's Kitchen,340.0,516.0,4.0,8.7,Excellent,2680.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Delta Hotels by Marriott New York Times Square,269.0,1098.0,4.0,8.0,Excellent,5432.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Courtyard New York Manhattan/Chelsea,338.0,824.0,5.0,8.5,Excellent,29.0,Chelsea,0.0,False,True,False,10,5,2025-03-09
New York Marriott Marquis,831.0,1498.0,5.0,8.6,Excellent,4975.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Motto by Hilton New York City Chelsea,438.0,1111.0,4.0,8.7,Excellent,3659.0,Chelsea,0.0,False,True,False,10,5,2025-03-09
EVEN Hotel New York - Times Square South by IHG,394.0,781.0,4.0,8.7,Excellent,1157.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Kimpton Hotel Eventi,560.0,904.0,4.0,8.6,Excellent,1168.0,Chelsea,0.0,False,True,False,10,5,2025-03-09
The Time New York,317.0,317.0,5.0,8.1,Excellent,175.0,Times Square,0.0,False,True,False,10,5,2025-03-09
Hyatt Place New York / Chelsea,317.0,317.0,4.0,8.2,Excellent,8386.0,Chelsea,0.0,False,True,True,10,5,2025-03-09
Holiday Inn Express - Times Square South,281.0,504.0,3.0,8.4,Excellent,3583.0,Times Square,0.0,False,True,True,10,5,2025-03-09
Arthouse Hotel,272.0,272.0,4.0,8.4,Excellent,245.0,Upper West Side,1.4,False,True,False,10,5,2025-03-09
The Melrose Hotel,135.0,251.0,3.0,9.4,Exceptional,15.0,Bronx,7.2,False,True,False,10,5,2025-03-09
